employee_id,date,service_period,role_assigned,scheduled_hours,hours_worked,overtime_hours,consecutive_work_days,is_rest_day,is_holiday,is_weekend,demand_pressure_score,delivery_order_volume
RST_043,2025-07-02,21_23,ayudante_cocina,2.0,2.0,0.3,2,False,False,False,0.8,15
RST_019,2025-07-02,21_23,runner,2.0,2.0,0.5,1,False,False,False,1.5,15
RST_012,2025-07-02,21_23,copero,2.0,2.0,0.0,2,False,False,False,1.5,15
RST_014,2025-07-02,21_23,jefe_turno,2.0,2.0,0.0,2,False,False,False,1.5,15
RST_041,2025-07-03,11_13,garzon,2.0,2.0,0.0,2,False,False,False,0.65,10
RST_024,2025-07-03,11_13,garzon,2.0,2.0,0.0,2,False,False,False,0.65,10
RST_031,2025-07-03,11_13,host,2.0,2.0,0.0,3,False,False,False,1.3,10
RST_067,2025-07-03,11_13,cajero,2.0,2.0,0.0,1,False,False,False,1.3,10
RST_010,2025-07-03,11_13,cocinero_linea,2.0,2.0,0.0,2,False,False,False,0.65,10
RST_016,2025-07-03,11_13,cocinero_linea,2.0,2.0,0.0,1,False,False,False,0.65,10
RST_046,2025-07-03,11_13,ayudante_cocina,2.0,2.0,0.0,3,False,False,False,0.65,10
RST_063,2025-07-03,11_13,ayudante_cocina,2.0,2.0,0.0,1,False,False,False,0.65,10
RST_033,2025-07-03,11_13,runner,2.0,2.0,0.0,3,False,False,False,1.3,10
RST_032,2025-07-03,11_13,copero,2.0,2.0,0.4,1,False,False,False,1.3,10
RST_023,2025-07-03,11_13,jefe_turno,2.0,2.0,0.0,2,False,False,False,1.3,10
RST_003,2025-07-03,13_15,garzon,2.0,2.0,0.0,3,False,False,False,0.38,15
RST_039,2025-07-03,13_15,garzon,2.0,2.0,0.0,3,False,False,False,0.38,15
RST_040,2025-07-03,13_15,garzon,2.0,2.0,0.0,3,False,False,False,0.38,15
RST_071,2025-07-03,13_15,garzon,2.0,2.0,0.0,3,False,False,False,0.38,15
RST_015,2025-07-03,13_15,garzon,2.0,2.0,0.0,3,False,False,False,0.38,15
RST_009,2025-07-03,13_15,garzon,2.0,2.0,0.0,3,False,False,False,0.38,15
RST_031,2025-07-03,13_15,host,2.0,2.0,0.0,3,False,False,False,1.15,15
RST_003,2025-07-03,13_15,host,2.0,2.0,0.0,3,False,False,False,1.15,15
RST_067,2025-07-03,13_15,cajero,2.0,2.0,0.0,1,False,False,False,1.15,15
RST_006,2025-07-03,13_15,cajero,2.0,2.0,0.0,3,False,False,False,1.15,15
RST_010,2025-07-03,13_15,cocinero_linea,2.0,2.0,0.0,2,False,False,False,0.57,15
RST_036,2025-07-03,13_15,cocinero_linea,2.0,2.0,0.0,1,False,False,False,0.57,15
RST_051,2025-07-03,13_15,cocinero_linea,2.0,2.0,0.0,1,False,False,False,0.57,15
RST_018,2025-07-03,13_15,cocinero_linea,2.0,2.0,0.0,2,False,False,False,0.57,15
RST_063,2025-07-03,13_15,ayudante_cocina,2.0,2.0,0.0,1,False,False,False,1.15,15
RST_028,2025-07-03,13_15,ayudante_cocina,2.0,2.0,0.0,3,False,False,False,1.15,15
RST_001,2025-07-03,13_15,runner,2.0,2.0,0.0,1,False,False,False,1.15,15
RST_049,2025-07-03,13_15,runner,2.0,2.0,0.0,3,False,False,False,1.15,15
RST_026,2025-07-03,13_15,copero,2.0,2.0,0.0,1,False,False,False,1.15,15
RST_044,2025-07-03,13_15,copero,2.0,2.0,0.0,3,False,False,False,1.15,15
RST_023,2025-07-03,13_15,jefe_turno,2.0,2.0,0.0,2,False,False,False,1.5,15
RST_056,2025-07-03,19_21,garzon,2.0,2.0,0.0,1,False,False,False,0.32,22
RST_005,2025-07-03,19_21,garzon,2.0,2.0,0.0,1,False,False,False,0.32,22
RST_003,2025-07-03,19_21,garzon,2.0,2.0,0.0,3,False,False,False,0.32,22
RST_040,2025-07-03,19_21,garzon,2.0,2.0,0.0,3,False,False,False,0.32,22
RST_071,2025-07-03,19_21,garzon,2.0,2.0,0.0,3,False,False,False,0.32,22
RST_072,2025-07-03,19_21,garzon,2.0,2.0,0.0,1,False,False,False,0.32,22
RST_062,2025-07-03,19_21,garzon,2.0,2.0,0.0,3,False,False,False,0.32,22
RST_031,2025-07-03,19_21,host,2.0,2.0,0.0,3,False,False,False,1.12,22
RST_004,2025-07-03,19_21,host,2.0,2.0,0.0,2,False,False,False,1.12,22
RST_064,2025-07-03,19_21,cajero,2.0,2.0,0.0,3,False,False,False,1.12,22
RST_006,2025-07-03,19_21,cajero,2.0,2.0,0.0,3,False,False,False,1.12,22
RST_054,2025-07-03,19_21,cocinero_linea,2.0,2.0,0.0,3,False,False,False,0.56,22
RST_068,2025-07-03,19_21,cocinero_linea,2.0,2.0,0.0,2,False,False,False,0.56,22
RST_035,2025-07-03,19_21,cocinero_linea,2.0,2.0,0.0,3,False,False,False,0.56,22
RST_027,2025-07-03,19_21,cocinero_linea,2.0,2.0,0.0,3,False,False,False,0.56,22
RST_063,2025-07-03,19_21,ayudante_cocina,2.0,2.0,0.4,1,False,False,False,1.12,22
RST_028,2025-07-03,19_21,ayudante_cocina,2.0,2.0,0.0,3,False,False,False,1.12,22
RST_019,2025-07-03,19_21,runner,2.0,2.0,0.0,2,False,False,False,1.12,22
RST_049,2025-07-03,19_21,runner,2.0,2.0,0.0,3,False,False,False,1.12,22
RST_029,2025-07-03,19_21,copero,2.0,2.0,0.0,1,False,False,False,1.12,22
RST_065,2025-07-03,19_21,copero,2.0,2.0,0.0,1,False,False,False,1.12,22
RST_014,2025-07-03,19_21,jefe_turno,2.0,2.0,0.0,3,False,False,False,1.5,22
RST_062,2025-07-03,21_23,garzon,2.0,2.0,0.5,3,False,False,False,0.6,14
RST_041,2025-07-03,21_23,garzon,2.0,2.0,0.0,2,False,False,False,0.6,14
RST_003,2025-07-03,21_23,garzon,2.0,2.0,0.2,3,False,False,False,0.6,14
RST_004,2025-07-03,21_23,host,2.0,2.0,0.0,2,False,False,False,1.5,14
RST_006,2025-07-03,21_23,cajero,2.0,2.0,0.0,3,False,False,False,1.5,14
RST_035,2025-07-03,21_23,cocinero_linea,2.0,2.0,0.0,3,False,False,False,0.6,14
RST_053,2025-07-03,21_23,cocinero_linea,2.0,2.0,0.0,2,False,False,False,0.6,14
RST_070,2025-07-03,21_23,cocinero_linea,2.0,2.0,0.0,1,False,False,False,0.6,14
RST_043,2025-07-03,21_23,ayudante_cocina,2.0,2.0,0.0,3,False,False,False,0.9,14
RST_046,2025-07-03,21_23,ayudante_cocina,2.0,2.0,0.8,3,False,False,False,0.9,14
RST_019,2025-07-03,21_23,runner,2.0,2.0,0.0,2,False,False,False,0.9,14
RST_001,2025-07-03,21_23,runner,2.0,2.0,0.0,1,False,False,False,0.9,14
RST_029,2025-07-03,21_23,copero,2.0,2.0,0.7,1,False,False,False,1.5,14
RST_008,2025-07-03,21_23,jefe_turno,2.0,2.0,0.9,1,False,False,False,1.5,14
RST_059,2025-07-04,11_13,garzon,2.0,2.0,0.0,1,False,False,False,0.7,8
RST_071,2025-07-04,11_13,garzon,2.0,2.0,0.0,4,False,False,False,0.7,8
RST_031,2025-07-04,11_13,host,2.0,2.0,0.0,4,False,False,False,1.4,8
RST_006,2025-07-04,11_13,cajero,2.0,2.0,0.0,4,False,False,False,1.4,8
RST_042,2025-07-04,11_13,cocinero_linea,2.0,2.0,0.0,1,False,False,False,0.7,8
RST_010,2025-07-04,11_13,cocinero_linea,2.0,2.0,0.0,3,False,False,False,0.7,8
RST_046,2025-07-04,11_13,ayudante_cocina,2.0,2.0,0.0,4,False,False,False,0.7,8
RST_017,2025-07-04,11_13,ayudante_cocina,2.0,2.0,0.0,1,False,False,False,0.7,8
RST_033,2025-07-04,11_13,runner,2.0,2.0,0.0,4,False,False,False,1.4,8
RST_048,2025-07-04,11_13,copero,2.0,2.0,0.0,1,False,False,False,1.4,8
RST_055,2025-07-04,11_13,jefe_turno,2.0,2.0,0.0,1,False,False,False,1.4,8
RST_022,2025-07-04,13_15,garzon,2.0,2.0,0.0,1,False,False,False,0.39,19
RST_071,2025-07-04,13_15,garzon,2.0,2.0,0.0,4,False,False,False,0.39,19
RST_072,2025-07-04,13_15,garzon,2.0,2.0,0.0,2,False,False,False,0.39,19
RST_062,2025-07-04,13_15,garzon,2.0,2.0,0.0,4,False,False,False,0.39,19
RST_061,2025-07-04,13_15,garzon,2.0,2.0,0.0,1,False,False,False,0.39,19
RST_009,2025-07-04,13_15,garzon,2.0,2.0,0.0,4,False,False,False,0.39,19
RST_031,2025-07-04,13_15,host,2.0,2.0,0.0,4,False,False,False,1.18,19
RST_024,2025-07-04,13_15,host,2.0,2.0,0.0,3,False,False,False,1.18,19
RST_013,2025-07-04,13_15,cajero,2.0,2.0,0.0,1,False,False,False,1.18,19
RST_064,2025-07-04,13_15,cajero,2.0,2.0,0.0,4,False,False,False,1.18,19
RST_018,2025-07-04,13_15,cocinero_linea,2.0,2.0,0.0,3,False,False,False,0.59,19
RST_051,2025-07-04,13_15,cocinero_linea,2.0,2.0,0.0,2,False,False,False,0.59,19
RST_016,2025-07-04,13_15,cocinero_linea,2.0,2.0,0.0,2,False,False,False,0.59,19
RST_010,2025-07-04,13_15,cocinero_linea,2.0,2.0,0.0,3,False,False,False,0.59,19
RST_043,2025-07-04,13_15,ayudante_cocina,2.0,2.0,0.0,4,False,False,False,1.18,19
RST_028,2025-07-04,13_15,ayudante_cocina,2.0,2.0,0.0,4,False,False,False,1.18,19
RST_020,2025-07-04,13_15,runner,2.0,2.0,0.0,1,False,False,False,1.18,19
RST_057,2025-07-04,13_15,runner,2.0,2.0,0.0,1,False,False,False,1.18,19
RST_026,2025-07-04,13_15,copero,2.0,2.0,0.0,2,False,False,False,1.18,19
RST_044,2025-07-04,13_15,copero,2.0,2.0,0.0,4,False,False,False,1.18,19
RST_014,2025-07-04,13_15,jefe_turno,2.0,2.0,0.0,4,False,False,False,1.5,19
RST_072,2025-07-04,19_21,garzon,2.0,2.0,0.0,2,False,False,False,0.35,28
RST_034,2025-07-04,19_21,garzon,2.0,2.0,0.0,1,False,False,False,0.35,28
RST_066,2025-07-04,19_21,garzon,2.0,2.0,0.0,1,False,False,False,0.35,28
RST_056,2025-07-04,19_21,garzon,2.0,2.0,0.0,2,False,False,False,0.35,28
RST_005,2025-07-04,19_21,garzon,2.0,2.0,0.0,2,False,False,False,0.35,28
RST_003,2025-07-04,19_21,garzon,2.0,2.0,0.0,4,False,False,False,0.35,28
RST_071,2025-07-04,19_21,garzon,2.0,2.0,0.0,4,False,False,False,0.35,28
RST_040,2025-07-04,19_21,garzon,2.0,2.0,0.0,4,False,False,False,0.35,28
RST_004,2025-07-04,19_21,host,2.0,2.0,0.0,3,False,False,False,1.4,28
RST_037,2025-07-04,19_21,host,2.0,2.0,0.0,1,False,False,False,1.4,28
RST_038,2025-07-04,19_21,cajero,2.0,2.0,0.0,1,False,False,False,1.4,28
RST_064,2025-07-04,19_21,cajero,2.0,2.0,0.0,4,False,False,False,1.4,28
RST_027,2025-07-04,19_21,cocinero_linea,2.0,2.0,0.0,4,False,False,False,0.56,28
RST_051,2025-07-04,19_21,cocinero_linea,2.0,2.0,0.0,2,False,False,False,0.56,28
RST_070,2025-07-04,19_21,cocinero_linea,2.0,2.0,0.0,2,False,False,False,0.56,28
RST_054,2025-07-04,19_21,cocinero_linea,2.0,2.0,0.0,4,False,False,False,0.56,28
RST_052,2025-07-04,19_21,cocinero_linea,2.0,2.0,0.0,1,False,False,False,0.56,28
RST_046,2025-07-04,19_21,ayudante_cocina,2.0,2.0,0.0,4,False,False,False,0.93,28
RST_043,2025-07-04,19_21,ayudante_cocina,2.0,2.0,0.0,4,False,False,False,0.93,28
RST_028,2025-07-04,19_21,ayudante_cocina,2.0,2.0,0.0,4,False,False,False,0.93,28
RST_025,2025-07-04,19_21,runner,2.0,2.0,0.0,1,False,False,False,1.4,28
RST_002,2025-07-04,19_21,runner,2.0,2.0,0.0,1,False,False,False,1.4,28
RST_069,2025-07-04,19_21,copero,2.0,2.0,0.0,1,False,False,False,1.4,28
RST_026,2025-07-04,19_21,copero,2.0,2.0,0.0,2,False,False,False,1.4,28
RST_008,2025-07-04,19_21,jefe_turno,2.0,2.0,0.0,2,False,False,False,1.5,28
RST_003,2025-07-04,21_23,garzon,2.0,2.0,0.0,4,False,False,False,0.59,12
RST_041,2025-07-04,21_23,garzon,2.0,2.0,0.7,3,False,False,False,0.59,12
RST_056,2025-07-04,21_23,garzon,2.0,2.0,0.0,2,False,False,False,0.59,12
RST_062,2025-07-04,21_23,garzon,2.0,2.0,0.2,4,False,False,False,0.59,12
RST_031,2025-07-04,21_23,host,2.0,2.0,0.0,4,False,False,False,1.18,12
RST_004,2025-07-04,21_23,host,2.0,2.0,0.5,3,False,False,False,1.18,12
RST_064,2025-07-04,21_23,cajero,2.0,2.0,0.3,4,False,False,False,1.5,12
RST_054,2025-07-04,21_23,cocinero_linea,2.0,2.0,0.0,4,False,False,False,0.79,12
RST_050,2025-07-04,21_23,cocinero_linea,2.0,2.0,0.0,1,False,False,False,0.79,12
RST_068,2025-07-04,21_23,cocinero_linea,2.0,2.0,0.0,3,False,False,False,0.79,12
RST_046,2025-07-04,21_23,ayudante_cocina,2.0,2.0,0.0,4,False,False,False,1.18,12
RST_043,2025-07-04,21_23,ayudante_cocina,2.0,2.0,0.0,4,False,False,False,1.18,12
RST_025,2025-07-04,21_23,runner,2.0,2.0,0.0,1,False,False,False,1.18,12
RST_049,2025-07-04,21_23,runner,2.0,2.0,0.7,4,False,False,False,1.18,12
RST_029,2025-07-04,21_23,copero,2.0,2.0,0.0,2,False,False,False,1.5,12
RST_008,2025-07-04,21_23,jefe_turno,2.0,2.0,0.0,2,False,False,False,1.5,12
RST_059,2025-07-05,11_13,garzon,2.0,2.0,0.0,2,False,False,True,0.57,8
RST_015,2025-07-05,11_13,garzon,2.0,2.0,0.0,1,False,False,True,0.57,8
RST_021,2025-07-05,11_13,garzon,2.0,2.0,0.0,1,False,False,True,0.57,8
RST_031,2025-07-05,11_13,host,2.0,2.0,0.0,5,False,False,True,1.5,8
RST_013,2025-07-05,11_13,cajero,2.0,2.0,0.0,2,False,False,True,1.5,8
RST_016,2025-07-05,11_13,cocinero_linea,2.0,2.0,0.0,3,False,False,True,0.85,8
RST_054,2025-07-05,11_13,cocinero_linea,2.0,2.0,0.0,5,False,False,True,0.85,8
RST_043,2025-07-05,11_13,ayudante_cocina,2.0,2.0,0.0,5,False,False,True,0.85,8
RST_017,2025-07-05,11_13,ayudante_cocina,2.0,2.0,0.0,2,False,False,True,0.85,8
RST_033,2025-07-05,11_13,runner,2.0,2.0,0.0,5,False,False,True,1.5,8
RST_069,2025-07-05,11_13,copero,2.0,2.0,0.0,2,False,False,True,1.5,8
RST_055,2025-07-05,11_13,jefe_turno,2.0,2.0,0.0,2,False,False,True,1.5,8
RST_066,2025-07-05,13_15,garzon,2.0,2.0,0.0,2,False,False,True,0.38,13
RST_009,2025-07-05,13_15,garzon,2.0,2.0,0.0,5,False,False,True,0.38,13
RST_072,2025-07-05,13_15,garzon,2.0,2.0,0.0,3,False,False,True,0.38,13
